Program to calculate energy of water
Input NAME of configuration file
Thread 7 processed npair 41608
Thread 10 processed npair 16484
Thread 8 processed npair 33241
Thread 11 processed npair 8058
Thread 5 processed npair 58287
Thread 1 processed npair 91632
Thread 11 processed npair 8057
Thread 10 processed npair 16483
Thread 9 processed npair 24903
Thread 11 processed npair 8056
Thread 11 processed npair 8055
Thread 3 processed npair 74956
Thread 10 processed npair 16482
Thread 8 processed npair 33240
Thread 7 processed npair 41607
Thread 11 processed npair 8054
Thread 6 processed npair 49939
Thread 2 processed npair 83302
Thread 9 processed npair 24902
Thread 11 processed npair 8053
Thread 10 processed npair 16481
Thread 4 processed npair 66612
Thread 11 processed npair 8052
Thread 5 processed npair 58286
Thread 11 processed npair 8051
Thread 8 processed npair 33239
Thread 10 processed npair 16480
Thread 9 processed npair 24901
Thread 11 processed npair 8050
Thread 7 processed npair 41606
Thread 11 processed npair 8049
Thread 10 processed npair 16479
Thread 6 processed npair 49938
Thread 11 processed npair 8048
Thread 0 processed npair 99967
Thread 9 processed npair 24900
Thread 1 processed npair 91631
Thread 8 processed npair 33238
Thread 11 processed npair 8047
Thread 10 processed npair 16478
Thread 3 processed npair 74955
Thread 11 processed npair 8046
Thread 11 processed npair 8045
Thread 4 processed npair 66611
Thread 10 processed npair 16477
Thread 5 processed npair 58285
Thread 9 processed npair 24899
Thread 2 processed npair 83301
Thread 7 processed npair 41605
Thread 11 processed npair 8044
Thread 8 processed npair 33237
Thread 10 processed npair 16476
Thread 11 processed npair 8043
Thread 6 processed npair 49937
Thread 11 processed npair 8042
Thread 9 processed npair 24898
Thread 10 processed npair 16475
Thread 11 processed npair 8041
Thread 11 processed npair 8040
Thread 7 processed npair 41604
Thread 8 processed npair 33236
Thread 10 processed npair 16474
Thread 9 processed npair 24897
Thread 11 processed npair 8039
Thread 5 processed npair 58284
Thread 11 processed npair 8038
Thread 3 processed npair 74954
Thread 4 processed npair 66610
Thread 10 processed npair 16473
Thread 11 processed npair 8037
Thread 6 processed npair 49936
Thread 1 processed npair 91630
Thread 9 processed npair 24896
Thread 11 processed npair 8036
Thread 0 processed npair 99966
Thread 8 processed npair 33235
Thread 10 processed npair 16472
Thread 2 processed npair 83300
Thread 11 processed npair 8035
Thread 7 processed npair 41603
Thread 11 processed npair 8034
Thread 9 processed npair 24895
Thread 10 processed npair 16471
Thread 11 processed npair 8033
Thread 11 processed npair 8032
Thread 8 processed npair 33234
Thread 5 processed npair 58283
Thread 10 processed npair 16470
Thread 6 processed npair 49935
Thread 11 processed npair 8031
Thread 9 processed npair 24894
Thread 7 processed npair 41602
Thread 11 processed npair 8030
Thread 4 processed npair 66609
Thread 10 processed npair 16469
Thread 3 processed npair 74953
Thread 11 processed npair 8029
Thread 11 processed npair 8028
Thread 8 processed npair 33233
Thread 9 processed npair 24893
Thread 10 processed npair 16468
Thread 11 processed npair 8027
Thread 1 processed npair 91629
Thread 11 processed npair 8026
Thread 2 processed npair 83299
Thread 10 processed npair 16467
Thread 6 processed npair 49934
Thread 7 processed npair 41601
Thread 11 processed npair 8025
Thread 5 processed npair 58282
Thread 9 processed npair 24892
Thread 11 processed npair 8024
Thread 8 processed npair 33232
Thread 10 processed npair 16466
Thread 0 processed npair 99965
Thread 11 processed npair 8023
Thread 4 processed npair 66608
Thread 11 processed npair 8022
Thread 9 processed npair 24891
Thread 10 processed npair 16465
Thread 11 processed npair 8021
Thread 3 processed npair 74952
Thread 7 processed npair 41600
Thread 11 processed npair 8020
Thread 8 processed npair 33231
Thread 10 processed npair 16464
Thread 6 processed npair 49933
Thread 11 processed npair 8019
Thread 9 processed npair 24890
Thread 11 processed npair 8018
Thread 5 processed npair 58281
Thread 10 processed npair 16463
Thread 11 processed npair 8017
Thread 11 processed npair 8016
Thread 9 processed npair 24889
Thread 8 processed npair 33230
Thread 2 processed npair 83298
Thread 10 processed npair 16462
Thread 1 processed npair 91628
Thread 7 processed npair 41599
Thread 11 processed npair 8015
Thread 4 processed npair 66607
Thread 11 processed npair 8014
Thread 10 processed npair 16461
Thread 6 processed npair 49932
Thread 9 processed npair 24888
Thread 11 processed npair 8013
Thread 8 processed npair 33229
Thread 11 processed npair 8012
Thread 10 processed npair 16460
Thread 3 processed npair 74951
Thread 5 processed npair 58280
Thread 11 processed npair 8011
Thread 0 processed npair 99964
Thread 7 processed npair 41598
Thread 9 processed npair 24887
Thread 11 processed npair 8010
Thread 10 processed npair 16459
Thread 11 processed npair 8009
Thread 8 processed npair 33228
Thread 11 processed npair 8008
Thread 6 processed npair 49931
Thread 10 processed npair 16458
Thread 9 processed npair 24886
Thread 11 processed npair 8007
Thread 4 processed npair 66606
Thread 2 processed npair 83297
Thread 11 processed npair 8006
Thread 10 processed npair 16457
Thread 7 processed npair 41597
Thread 11 processed npair 8005
Thread 1 processed npair 91627
Thread 5 processed npair 58279
Thread 9 processed npair 24885
Thread 8 processed npair 33227
Thread 11 processed npair 8004
Thread 10 processed npair 16456
Thread 3 processed npair 74950
Thread 11 processed npair 8003
Thread 6 processed npair 49930
Thread 11 processed npair 8002
Thread 10 processed npair 16455
Thread 9 processed npair 24884
Thread 11 processed npair 8001
Thread 7 processed npair 41596
Thread 8 processed npair 33226
Thread 11 processed npair 8000
Thread 10 processed npair 16454
Thread 4 processed npair 66605
Thread 11 processed npair 7999
Thread 9 processed npair 24883
Thread 0 processed npair 99963
Thread 11 processed npair 7998
Thread 10 processed npair 16453
Thread 5 processed npair 58278
Thread 11 processed npair 7997
Thread 2 processed npair 83296
Thread 8 processed npair 33225
Thread 6 processed npair 49929
Thread 7 processed npair 41595
Thread 11 processed npair 7996
Thread 10 processed npair 16452
Thread 9 processed npair 24882
Thread 11 processed npair 7995
Thread 3 processed npair 74949
Thread 1 processed npair 91626
Thread 11 processed npair 7994
Thread 10 processed npair 16451
Thread 11 processed npair 7993
Thread 9 processed npair 24881
Thread 8 processed npair 33224
Thread 11 processed npair 7992
Thread 10 processed npair 16450
Thread 4 processed npair 66604
Thread 7 processed npair 41594
Thread 11 processed npair 7991
Thread 5 processed npair 58277
Thread 6 processed npair 49928
Thread 11 processed npair 7990
Thread 9 processed npair 24880
Thread 10 processed npair 16449
Thread 11 processed npair 7989
Thread 8 processed npair 33223
Thread 11 processed npair 7988
Thread 10 processed npair 16448
Thread 11 processed npair 7987
Thread 2 processed npair 83295
Thread 9 processed npair 24879
Thread 7 processed npair 41593
Thread 11 processed npair 7986
Thread 10 processed npair 16447
Thread 3 processed npair 74948
Thread 0 processed npair 99962
Thread 11 processed npair 7985
Thread 8 processed npair 33222
Thread 6 processed npair 49927
Thread 5 processed npair 58276
Thread 11 processed npair 7984
Thread 9 processed npair 24878
Thread 4 processed npair 66603
Thread 10 processed npair 16446
Thread 1 processed npair 91625
Thread 11 processed npair 7983
Thread 11 processed npair 7982
Thread 10 processed npair 16445
Thread 7 processed npair 41592
Thread 11 processed npair 7981
Thread 9 processed npair 24877
Thread 8 processed npair 33221
Thread 11 processed npair 7980
Thread 10 processed npair 16444
Thread 11 processed npair 7979
Thread 6 processed npair 49926
Thread 11 processed npair 7978
Thread 9 processed npair 24876
Thread 10 processed npair 16443
Thread 5 processed npair 58275
Thread 2 processed npair 83294
Thread 11 processed npair 7977
Thread 8 processed npair 33220
Thread 3 processed npair 74947
Thread 7 processed npair 41591
Thread 11 processed npair 7976
Thread 4 processed npair 66602
Thread 10 processed npair 16442
Thread 9 processed npair 24875
Thread 11 processed npair 7975
Thread 11 processed npair 7974
Thread 10 processed npair 16441
Thread 11 processed npair 7973
Thread 8 processed npair 33219
Thread 0 processed npair 99961
Thread 1 processed npair 91624
Thread 6 processed npair 49925
Thread 9 processed npair 24874
Thread 11 processed npair 7972
Thread 10 processed npair 16440
Thread 7 processed npair 41590
Thread 11 processed npair 7971
Thread 5 processed npair 58274
Thread 11 processed npair 7970
Thread 10 processed npair 16439
Thread 9 processed npair 24873
Thread 11 processed npair 7969
Thread 8 processed npair 33218
Thread 4 processed npair 66601
Thread 11 processed npair 7968
Thread 3 processed npair 74946
Thread 10 processed npair 16438
Thread 2 processed npair 83293
Thread 11 processed npair 7967
Thread 6 processed npair 49924
Thread 7 processed npair 41589
Thread 9 processed npair 24872
Thread 11 processed npair 7966
Thread 10 processed npair 16437
Thread 11 processed npair 7965
Thread 8 processed npair 33217
Thread 11 processed npair 7964
Thread 10 processed npair 16436
Thread 5 processed npair 58273
Thread 9 processed npair 24871
Thread 11 processed npair 7963
Thread 11 processed npair 7962
Thread 10 processed npair 16435
Thread 1 processed npair 91623
Thread 7 processed npair 41588
Thread 11 processed npair 7961
Thread 8 processed npair 33216
Thread 6 processed npair 49923
Thread 9 processed npair 24870
Thread 4 processed npair 66600
Thread 0 processed npair 99960
Thread 11 processed npair 7960
Thread 10 processed npair 16434
Thread 11 processed npair 7959
Thread 3 processed npair 74945
Thread 11 processed npair 7958
Thread 10 processed npair 16433
Thread 2 processed npair 83292
Thread 9 processed npair 24869
Thread 8 processed npair 33215
Thread 11 processed npair 7957
Thread 5 processed npair 58272
Thread 7 processed npair 41587
Thread 10 processed npair 16432
Thread 11 processed npair 7956
Thread 11 processed npair 7955
Thread 6 processed npair 49922
Thread 9 processed npair 24868
Thread 11 processed npair 7954
Thread 10 processed npair 16431
Thread 8 processed npair 33214
Thread 11 processed npair 7953
Thread 4 processed npair 66599
Thread 10 processed npair 16430
Thread 11 processed npair 7952
Thread 9 processed npair 24867
Thread 7 processed npair 41586
Thread 1 processed npair 91622
Thread 11 processed npair 7951
Thread 3 processed npair 74944
Thread 10 processed npair 16429
Thread 11 processed npair 7950
Thread 5 processed npair 58271
Thread 8 processed npair 33213
Thread 11 processed npair 7949
Thread 6 processed npair 49921
Thread 9 processed npair 24866
Thread 10 processed npair 16428
Thread 11 processed npair 7948
Thread 2 processed npair 83291
Thread 0 processed npair 99959
Thread 11 processed npair 7947
Thread 7 processed npair 41585
Thread 11 processed npair 7946
Thread 10 processed npair 16427
Thread 9 processed npair 24865
Thread 8 processed npair 33212
Thread 11 processed npair 7945
Thread 4 processed npair 66598
Thread 11 processed npair 7944
Thread 10 processed npair 16426
Thread 11 processed npair 7943
Thread 6 processed npair 49920
Thread 5 processed npair 58270
Thread 9 processed npair 24864
Thread 11 processed npair 7942
Thread 10 processed npair 16425
Thread 7 processed npair 41584
Thread 3 processed npair 74943
Thread 11 processed npair 7941
Thread 8 processed npair 33211
Thread 11 processed npair 7940
Thread 1 processed npair 91621
Thread 10 processed npair 16424
Thread 9 processed npair 24863
Thread 11 processed npair 7939
Thread 11 processed npair 7938
Thread 2 processed npair 83290
Thread 10 processed npair 16423
Thread 11 processed npair 7937
Thread 8 processed npair 33210
Thread 6 processed npair 49919
Thread 9 processed npair 24862
Thread 7 processed npair 41583
Thread 4 processed npair 66597
Thread 11 processed npair 7936
Thread 5 processed npair 58269
Thread 10 processed npair 16422
Thread 11 processed npair 7935
Thread 0 processed npair 99958
Thread 11 processed npair 7934
Thread 9 processed npair 24861
Thread 10 processed npair 16421
Thread 8 processed npair 33209
Thread 11 processed npair 7933
Thread 3 processed npair 74942
Thread 11 processed npair 7932
Thread 7 processed npair 41582
Thread 10 processed npair 16420
Thread 11 processed npair 7931
Thread 6 processed npair 49918
Thread 9 processed npair 24860
Thread 11 processed npair 7930
Thread 11 processed npair 7929
Thread 8 processed npair 33208
Thread 1 processed npair 91620
Thread 5 processed npair 58268
Thread 10 processed npair 16419
Thread 4 processed npair 66596
Thread 2 processed npair 83289
Thread 11 processed npair 7928
Thread 9 processed npair 24859
Thread 11 processed npair 7927
Thread 10 processed npair 16418
Thread 7 processed npair 41581
Thread 11 processed npair 7926
Thread 8 processed npair 33207
Thread 11 processed npair 7925
Thread 6 processed npair 49917
Thread 9 processed npair 24858
Thread 10 processed npair 16417
Thread 11 processed npair 7924
Thread 3 processed npair 74941
Thread 11 processed npair 7923
Thread 10 processed npair 16416
Thread 11 processed npair 7922
Thread 5 processed npair 58267
Thread 9 processed npair 24857
Thread 7 processed npair 41580
Thread 0 processed npair 99957
Thread 11 processed npair 7921
Thread 8 processed npair 33206
Thread 4 processed npair 66595
Thread 10 processed npair 16415
Thread 11 processed npair 7920
Thread 11 processed npair 7919
Thread 9 processed npair 24856
Thread 6 processed npair 49916
Thread 10 processed npair 16414
Thread 2 processed npair 83288
Thread 11 processed npair 7918
Thread 1 processed npair 91619
Thread 11 processed npair 7917
Thread 8 processed npair 33205
Thread 7 processed npair 41579
Thread 11 processed npair 7916
Thread 10 processed npair 16413
